W;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100
K;1;2
K;2;3
K;3;4
K;4;5
K;5;6
K;6;7
K;7;8
K;8;9
K;9;10
K;10;11
K;11;12
K;12;13
K;13;14
K;14;15
K;15;16
K;16;17
K;17;18
K;18;19
K;19;20
K;20;21
K;21;22
K;22;23
K;23;24
K;24;25
K;25;26
K;26;27
K;27;28
K;28;29
K;29;30
K;30;31
K;31;32
K;32;33
K;33;34
K;34;35
K;35;36
K;36;37
K;37;38
K;38;39
K;39;40
K;40;41
K;41;42
K;42;43
K;43;44
K;44;45
K;45;46
K;46;47
K;47;48
K;48;49
K;49;50
K;50;51
K;51;52
K;52;53
K;53;54
K;54;55
K;55;56
K;56;57
K;57;58
K;58;59
K;59;60
K;60;61
K;61;62
K;62;63
K;63;64
K;64;65
K;65;66
K;66;67
K;67;68
K;68;69
K;69;70
K;70;71
K;71;72
K;72;73
K;73;74
K;74;75
K;75;76
K;76;77
K;77;78
K;78;79
K;79;80
K;80;81
K;81;82
K;82;83
K;83;84
K;84;85
K;85;86
K;86;87
K;87;88
K;88;89
K;89;90
K;90;91
K;91;92
K;92;93
K;93;94
K;94;95
K;95;96
K;96;97
K;97;98
K;98;99
K;99;100
K;18;42
K;2;82
K;79;69
K;28;20
K;2;58
K;19;90
K;54;70
K;25;44
K;33;63
K;69;96
K;24;69
K;24;11
K;79;65
K;10;98
K;65;51
K;43;92
K;94;51
K;1;23
K;72;100
K;81;49
K;98;77
K;81;73
K;65;83
K;56;25
K;87;64
K;30;41
K;13;11
K;11;37
K;33;2
K;64;47
K;21;14
K;42;97
K;4;58
K;44;61
K;99;33
K;62;59
K;20;99
K;22;4
K;83;27
K;24;5
K;61;73
K;66;52
K;59;2
K;23;5
K;16;75
K;59;16
K;19;23
K;99;39
K;64;76
K;75;83
K;91;76
K;57;13
K;35;55
K;26;17
K;71;2
K;100;84
K;26;5
K;44;9
K;5;71
K;58;43
K;17;43
K;40;29
K;52;64
K;27;63
K;71;51
K;64;59
K;1;10
K;34;28
K;32;80
K;3;93
K;84;94
K;29;17
K;61;14
K;67;54
K;68;50
K;44;46
K;76;39
K;26;24
K;99;14
K;47;72
K;9;57
K;75;32
K;62;94
K;70;53
K;84;70
K;92;64
K;73;26
K;17;48
K;66;36
K;43;91
K;24;79
K;76;2
K;63;94
K;82;42
K;18;98
K;89;9
K;91;38
K;86;51
K;93;1
K;60;58
K;89;84
K;66;70
K;69;11
K;2;100
K;63;28
K;100;83
K;21;5
K;43;20
K;9;40
K;13;89
K;22;77
K;70;45
K;93;14
K;64;72
K;85;59
K;20;13
K;78;100
K;95;75
K;25;59
K;11;45
K;72;55
K;47;69
K;20;97
K;10;18
K;66;90
K;89;4
K;30;26
K;94;16
K;32;17
K;22;70
K;13;50
K;24;41
K;31;89
K;24;42
K;81;42
K;94;43
K;41;76
K;25;27
K;91;70
K;61;24
K;69;65
K;66;17
K;47;78
K;13;33
K;75;92
K;60;10
K;31;82
K;45;72
K;61;79
K;8;30
K;18;51
K;98;63
K;29;13
K;2;20
K;93;27
K;19;85
K;77;58
K;78;28
K;13;54
K;76;9
K;84;24
K;21;73
K;88;2
K;65;24
K;85;43
K;31;38
K;62;86
K;29;7
K;68;100
K;85;48
K;5;64
K;12;56
K;30;12
K;16;43
K;16;30
K;58;89
K;34;90
K;79;60
K;79;4
K;51;67
K;12;9
K;22;55
K;76;42
K;79;15
K;99;42
K;95;24
K;70;17
K;20;83
K;80;26
K;100;21
K;85;22
K;91;31
K;11;58
K;23;58
K;5;17
K;68;25
K;86;79
K;47;43
K;33;16
K;24;52
K;88;24
K;1;7
K;40;48
K;61;31
K;38;42
K;82;30
K;15;30
K;11;7
K;87;94
K;97;2
K;69;98
K;91;94
K;88;7
K;21;9
K;53;95
K;33;3
K;29;53
K;12;69
K;54;56
K;25;22
K;22;98
K;36;87
K;38;83
K;82;14
K;73;46
K;72;14
K;53;63
K;79;62
K;21;35
K;21;12
K;9;45
K;38;76
K;19;94
K;14;44
K;11;5
K;36;12
K;16;77
K;97;8
K;16;78
K;35;50
K;33;83
K;72;36
K;20;60
K;34;51
K;45;49
K;50;2
K;6;75
K;31;7
K;12;72
K;11;71
K;53;15
K;34;93
K;52;36
K;5;82
K;47;88
K;100;96
K;16;24
K;60;55
K;97;73
K;9;70
K;65;39
K;77;25
K;8;64
K;65;96
K;19;96
K;86;73
K;77;39
K;28;38
K;71;61
K;22;62
K;88;5
K;86;17
K;72;43
K;98;19
K;78;31
K;76;70
K;37;32
K;4;28
K;96;39
K;39;17
K;81;47
K;42;74
K;84;60
K;2;34
K;2;32
K;28;6
K;79;3
K;28;47
K;96;35
K;13;76
K;41;71
K;40;49
K;42;11
K;23;25
K;41;33
K;27;23
K;51;58
K;67;99
K;66;55
K;12;77
K;36;9
K;32;12
K;57;64
K;48;84
K;68;79
K;19;78
K;36;10
K;22;51
K;29;91
K;68;74
K;11;83
K;2;83
K;87;90
K;37;39
K;79;14
K;3;47
K;89;64
K;36;25
K;12;39
K;50;24
K;58;21
K;69;27
K;58;98
K;51;26
K;9;53
K;21;78
K;31;79
K;71;42
K;18;25
K;23;65
K;20;68
K;38;55
K;54;89
K;11;25
K;51;11
K;39;50
K;51;5
K;74;15
K;50;26
K;99;47
K;72;54
K;60;31
K;10;37
K;22;97
K;15;95
K;46;19
K;94;100
K;55;30
K;85;69
K;10;42
K;16;42
K;54;3
K;10;82
K;18;16
K;77;28
K;18;69
K;45;38
K;70;83
K;29;87
K;67;25
K;75;69
K;26;20
K;42;46
K;32;11
K;7;35
K;82;34
K;70;97
K;57;92
K;44;8
K;99;85
K;89;15
K;6;43
K;44;82
K;82;49
K;88;20
K;68;27
K;72;85
K;68;47
K;41;57
K;19;25
K;44;18
K;11;73
K;92;60
K;77;100
K;47;93
K;98;68
K;41;12
K;71;65
K;5;32
K;55;32
K;51;48
K;72;17
K;67;15
K;49;52
K;37;20
K;67;100
K;5;37
K;34;21
K;30;48
K;11;96
K;68;37
K;12;76
K;45;28
K;92;48
K;93;71
K;60;89
K;54;45
K;56;94
K;10;90
K;10;73
K;88;10
K;97;50
K;42;35
K;17;23
K;98;94
K;83;56
K;81;100
K;25;92
K;89;41
K;3;71
K;57;39
K;90;3
K;58;50
K;63;61
K;51;68
K;21;79
K;83;62
K;14;8
K;64;23
K;15;62
K;87;92
K;68;34
K;99;76
K;86;44
K;40;8
K;67;37
K;75;33
K;60;81
K;30;53
K;50;77
K;12;20
K;55;9
K;24;14
K;98;54
K;2;19
K;22;50
K;37;99
K;61;49
K;56;59
K;80;56
K;47;66
K;55;70
K;42;78
K;37;60
K;20;48
K;86;6
K;85;65
K;92;28
K;34;89
K;91;95
K;53;86
K;48;93
K;6;97
K;27;89
K;98;16
K;43;79
K;93;20
K;12;17
K;81;32
K;19;12
K;8;26
K;31;58
K;49;77
K;50;21
K;86;83
K;86;77
K;70;40
K;18;46
K;36;86
K;60;7
K;51;96
K;17;89
K;47;24
K;39;36
K;6;10
K;13;45
K;47;5
K;94;6
K;36;13
K;44;75
K;91;96
K;3;89
K;88;77
K;50;4
K;71;35
K;4;39
K;29;90
K;57;96
K;25;84
K;86;11
K;53;4
K;96;6
K;16;99
K;8;77
K;97;61
K;92;23
K;65;13
K;33;37
K;28;1
K;84;31
K;35;94
K;99;4
K;74;93
K;46;52
K;81;48
K;28;97
K;25;42
K;64;34
K;96;32
K;79;36
K;70;87
K;24;87
K;18;15
K;42;13
K;93;15
K;16;55
K;13;5
K;55;79
K;73;70
K;19;37
K;57;31
K;1;31
K;51;88
K;37;14
K;8;22
K;65;56
K;37;26
K;24;71
K;62;8
K;32;4
K;6;83
K;28;30
K;61;39
K;61;52
K;97;93
K;73;3
K;71;18
K;30;62
K;43;8
K;86;68
K;85;35
K;95;10
K;7;80
K;19;9
K;72;29
K;25;93
K;100;55
K;15;8
K;17;78
K;93;63
K;12;96
K;29;23
K;41;22
K;48;74
K;70;33
K;89;53
K;42;5
K;32;65
K;26;18
K;64;37
K;5;89
K;100;3
K;68;13
K;30;91
K;15;41
K;90;67
K;64;42
K;6;20
K;6;15
K;85;4
K;97;44
K;18;13
K;58;53
K;4;78
K;36;96
K;12;93
K;63;1
K;87;61
K;15;88
K;1;68
K;76;37
K;15;81
K;42;34
K;63;90
K;95;65
K;92;3
K;73;53
K;80;46
K;69;58
K;77;79
K;86;90
K;73;57
K;99;31
K;35;41
K;67;64
K;96;93
K;72;97
K;17;65
K;24;48
K;59;76
K;39;64
K;80;59
K;16;27
K;28;67
K;18;96
K;48;67
K;66;40
K;13;52
K;78;59
K;53;38
K;72;24
K;64;93
K;1;12
K;56;32
K;96;56
K;97;33
K;14;31
K;46;62
K;85;46
K;42;31
K;21;60
K;85;66
K;73;17
K;19;71
K;6;62
K;90;15
K;41;8
K;91;99
K;12;55
K;33;14
K;81;34
K;78;69
K;10;28
K;19;84
K;84;77
K;91;93
K;58;49
K;29;11
K;92;53
K;2;96
K;63;74
K;6;18
K;81;61
K;58;54
K;94;82
K;73;35
