W;14;5;65;53;83;46;85;23;29;64;69;93;99;31;45;51;77;91;42;60;68;72;26;39;55;84;90;8;20;57;61;100;4;6;12;28;33;37;62;73;74;75;92;10;11;24;70;96;98;1;22;27;30;44;49;50;52;58;66;67;71;76;80;94;16;21;36;38;54;78;79;86;88;95;34;35;47;56;97;2;17;18;25;59;63;81;7;9;13;32;89;41;43;87;40;3;19;48;82;15;
K;1;2
K;1;4
K;1;8
K;1;12
K;1;14
K;1;16
K;1;20
K;1;22
K;1;23
K;1;24
K;1;25
K;1;27
K;1;29
K;1;32
K;1;36
K;1;39
K;1;42
K;1;46
K;1;47
K;1;48
K;1;50
K;1;53
K;1;54
K;1;55
K;1;56
K;1;57
K;1;62
K;1;66
K;1;69
K;1;71
K;1;72
K;1;73
K;1;74
K;1;83
K;1;85
K;1;87
K;1;97
K;1;98
K;1;100
K;2;3
K;2;5
K;2;6
K;2;9
K;2;10
K;2;14
K;2;22
K;2;27
K;2;29
K;2;31
K;2;34
K;2;36
K;2;40
K;2;45
K;2;46
K;2;48
K;2;50
K;2;51
K;2;53
K;2;55
K;2;57
K;2;60
K;2;63
K;2;64
K;2;73
K;2;74
K;2;75
K;2;79
K;2;81
K;2;82
K;2;85
K;2;86
K;2;97
K;2;98
K;2;99
K;3;4
K;3;5
K;3;13
K;3;17
K;3;19
K;3;20
K;3;23
K;3;27
K;3;28
K;3;30
K;3;31
K;3;32
K;3;39
K;3;43
K;3;45
K;3;46
K;3;50
K;3;53
K;3;54
K;3;56
K;3;59
K;3;62
K;3;80
K;3;81
K;3;84
K;3;86
K;3;89
K;3;90
K;3;91
K;3;93
K;4;5
K;4;6
K;4;9
K;4;12
K;4;20
K;4;23
K;4;24
K;4;33
K;4;35
K;4;36
K;4;37
K;4;38
K;4;40
K;4;41
K;4;42
K;4;45
K;4;48
K;4;51
K;4;52
K;4;55
K;4;56
K;4;57
K;4;62
K;4;64
K;4;66
K;4;68
K;4;70
K;4;71
K;4;75
K;4;76
K;4;77
K;4;80
K;4;87
K;4;90
K;4;92
K;4;93
K;4;95
K;4;97
K;4;99
K;5;6
K;5;7
K;5;8
K;5;10
K;5;11
K;5;12
K;5;13
K;5;14
K;5;17
K;5;20
K;5;22
K;5;26
K;5;33
K;5;34
K;5;35
K;5;36
K;5;38
K;5;39
K;5;44
K;5;46
K;5;48
K;5;49
K;5;53
K;5;56
K;5;57
K;5;59
K;5;60
K;5;61
K;5;62
K;5;64
K;5;65
K;5;68
K;5;69
K;5;74
K;5;75
K;5;76
K;5;79
K;5;81
K;5;82
K;5;86
K;5;87
K;5;88
K;5;91
K;5;94
K;5;96
K;5;97
K;5;98
K;6;7
K;6;8
K;6;9
K;6;10
K;6;14
K;6;15
K;6;16
K;6;17
K;6;22
K;6;25
K;6;27
K;6;31
K;6;32
K;6;34
K;6;35
K;6;36
K;6;39
K;6;40
K;6;45
K;6;47
K;6;49
K;6;52
K;6;57
K;6;59
K;6;63
K;6;64
K;6;65
K;6;69
K;6;72
K;6;76
K;6;77
K;6;79
K;6;83
K;6;84
K;6;88
K;6;91
K;6;92
K;6;94
K;7;8
K;7;10
K;7;12
K;7;18
K;7;21
K;7;22
K;7;23
K;7;24
K;7;27
K;7;28
K;7;32
K;7;33
K;7;41
K;7;42
K;7;43
K;7;48
K;7;49
K;7;51
K;7;53
K;7;54
K;7;55
K;7;58
K;7;60
K;7;67
K;7;70
K;7;74
K;7;84
K;7;86
K;7;90
K;7;93
K;7;95
K;7;98
K;7;100
K;8;9
K;8;11
K;8;16
K;8;20
K;8;22
K;8;23
K;8;25
K;8;27
K;8;29
K;8;31
K;8;34
K;8;36
K;8;39
K;8;41
K;8;43
K;8;45
K;8;46
K;8;50
K;8;51
K;8;52
K;8;53
K;8;54
K;8;57
K;8;58
K;8;59
K;8;63
K;8;66
K;8;68
K;8;69
K;8;71
K;8;74
K;8;77
K;8;79
K;8;80
K;8;85
K;8;86
K;8;88
K;8;89
K;9;10
K;9;11
K;9;16
K;9;18
K;9;19
K;9;22
K;9;24
K;9;26
K;9;28
K;9;29
K;9;32
K;9;33
K;9;41
K;9;48
K;9;51
K;9;53
K;9;58
K;9;62
K;9;65
K;9;71
K;9;74
K;9;75
K;9;77
K;9;85
K;9;86
K;9;88
K;9;90
K;9;93
K;9;94
K;9;96
K;9;99
K;10;11
K;10;14
K;10;18
K;10;23
K;10;25
K;10;26
K;10;28
K;10;29
K;10;38
K;10;39
K;10;40
K;10;41
K;10;48
K;10;51
K;10;53
K;10;54
K;10;63
K;10;66
K;10;67
K;10;68
K;10;69
K;10;71
K;10;74
K;10;75
K;10;76
K;10;77
K;10;83
K;10;85
K;10;87
K;10;90
K;10;91
K;10;92
K;10;93
K;10;96
K;10;98
K;11;12
K;11;15
K;11;16
K;11;19
K;11;25
K;11;31
K;11;33
K;11;34
K;11;37
K;11;40
K;11;41
K;11;42
K;11;43
K;11;45
K;11;49
K;11;50
K;11;51
K;11;52
K;11;53
K;11;57
K;11;59
K;11;60
K;11;62
K;11;63
K;11;65
K;11;67
K;11;71
K;11;76
K;11;78
K;11;80
K;11;84
K;11;85
K;11;86
K;11;91
K;11;98
K;11;99
K;12;13
K;12;16
K;12;17
K;12;21
K;12;22
K;12;24
K;12;25
K;12;26
K;12;29
K;12;30
K;12;31
K;12;35
K;12;36
K;12;39
K;12;41
K;12;44
K;12;46
K;12;48
K;12;50
K;12;56
K;12;59
K;12;61
K;12;62
K;12;64
K;12;67
K;12;70
K;12;72
K;12;76
K;12;78
K;12;81
K;12;82
K;12;86
K;12;90
K;12;91
K;12;94
K;12;98
K;13;14
K;13;18
K;13;19
K;13;20
K;13;22
K;13;26
K;13;28
K;13;30
K;13;33
K;13;42
K;13;44
K;13;45
K;13;49
K;13;51
K;13;53
K;13;60
K;13;61
K;13;62
K;13;63
K;13;64
K;13;68
K;13;70
K;13;71
K;13;72
K;13;75
K;13;79
K;13;81
K;13;83
K;13;86
K;13;88
K;13;94
K;13;98
K;14;15
K;14;18
K;14;20
K;14;21
K;14;22
K;14;27
K;14;29
K;14;31
K;14;33
K;14;35
K;14;36
K;14;37
K;14;38
K;14;39
K;14;40
K;14;41
K;14;43
K;14;44
K;14;46
K;14;49
K;14;54
K;14;57
K;14;59
K;14;62
K;14;63
K;14;65
K;14;66
K;14;67
K;14;68
K;14;69
K;14;70
K;14;73
